Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
9WLb59RD5E72AtWdmFZ6ww,China Harbor Restaurant,"Chinese,Venues & Event Spaces,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Quiet,
R7RFX9IlMgNftKT0f9uudQ,Serafina,"Italian,Wine Bars,Tapas/Small Plates",$31-60,$31-60,,33,56,72,198,278,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Romantic,Casual,Average,Live
Y5r2AvXmSc-YA6MGXjK6Ow,Salty’s,"Seafood,Breakfast & Brunch,Desserts",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street, Private Lot",,Yes,Yes,,Free,,,Casual,Average,
FrHhYevaOhs40xpuOpQiHg,Canlis,"American (New),Seafood",Above $61,Above $61,,52,115,150,224,760,Yes,Full Bar,,No,,,No,Valet,,No,Yes,,Free,,"Classy, Upscale",Formal (Jacket Required),Average,
Gt6679tZz_fhYusb2CXPSg,Orient Express,"Chinese,Lounges,Thai",$11-30,$11-30,,65,41,30,41,39,Yes,Full Bar,,No,,,No,Private Lot,,Yes,Yes,,Free,,Divey,Casual,Average,
zT5gi6FnFR-qna_orP1fwA,Travelers Thali House,"Indian,Vegetarian,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
2FS5eBVcFJ_W461ylUs38Q,Palisade,"Seafood,Steakhouses,Asian Fusion",$31-60,$31-60,,43,109,167,369,556,Yes,Full Bar,,Yes,,,Yes,"Valet, Private Lot",,Yes,Yes,,Free,,"Romantic, Classy, Upscale",Dressy,Average,
FWQCmFEe74oh7UmSHjZ1LQ,Cafe Turko,"Halal,Turkish,Mediterranean",$11-30,$11-30,,40,41,80,208,453,Yes,No,,Yes,,Yes,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
duu0PHYLfb5bndqcNEVS2Q,Bar Del Corso,"Italian,Pizza",$11-30,$11-30,,14,18,29,106,143,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
CPmmUbXk9_CBM890V30zzw,Sinbad Express,Mediterranean,Under $10,Under $10,,0,0,0,0,0,Yes,No,,No,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
17EshTjFVV-zvkx2VoQCkA,Shawn O’Donnell’s American Grill & Irish Pub,"Irish,Irish Pub",$11-30,$11-30,,3,1,2,10,64,Yes,Full Bar,,Yes,,Yes,Yes,"Street, Private Lot, Validated",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
ldDO6kIhUfwh6KRiKatF4g,Westward,"American (New),Seafood,Desserts",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,No,Yes,Yes,Free,,,Casual,Average,
gP921Ghfb7ERWmOjl7r-ng,Ivar’s Salmon House,"Seafood,Lounges,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
4Hx5TQ3tQ47LPeRJZnfi5g,Mondello Ristorante Italiano,"Italian,Seafood,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
6OVriioGG7w7Nwq5Q25WtA,Portage Bay Cafe - Roosevelt,"American (New),Breakfast & Brunch,Cafes",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Loud,
yAiBbQSOVPngdQQg9Bs6Sw,Bodrum Bistro Anatolian Kitchen,"Mediterranean,Turkish",$11-30,$11-30,,4,9,12,20,82,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
yi9xXidbjh_bTM9J0MElwQ,Bizzarro Italian Cafe,"Italian,Desserts,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
-YlkKYlHYKNcrBs21V-WfQ,Chinook’s,"Seafood,Breakfast & Brunch,Bars",$11-30,$11-30,,30,62,113,233,236,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
cO7k3WmV6DFATibK0QHftg,El Chupacabra,"Bars,Mexican",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,No,,"Divey, Casual",Casual,Average,Juke Box
A9dUrXhVZOxt3Hy2S5jVuQ,Spud Fish & Chips,"Seafood,Fish & Chips,Fast Food",$11-30,$11-30,,18,45,49,150,124,Yes,No,,No,,Yes,Yes,"Street, Private Lot",,Yes,No,,No,,Casual,,Average,
XiDp4JcHP_y438nUsSFSvg,Perché No Pasta & Vino,"Italian,Venues & Event Spaces,Wine Bars",$11-30,$11-30,,32,29,40,88,189,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Romantic,Casual,Average,
BeGo3TSuhF7fOv0dzp0s1g,Pizzeria Credo,"Pizza,Italian",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
LaF6ZwGWP-y8pAs5M3LUBQ,Jak’s Grill,"American (Traditional),Steakhouses",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,No,Yes,Free,,,Casual,Average,
bibwEKWWSyB422Ap-t7Sdw,Alchemy,"Cocktail Bars,American (New),Lounges",$11-30,$11-30,,14,17,18,30,76,Yes,Full Bar,,Yes,,No,No,"Garage, Street",,Yes,Yes,Yes,Free,,"Trendy, Romantic",Casual,Average,
FJlMfEtr7E-uTzUxspuzIg,Cedars Restaurant,"Indian,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,
oRhY8XzVV0yjs75GMRJcXw,Bang Bar Thai Restaurant,"Thai,Lounges",$11-30,$11-30,,47,36,47,113,122,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Trendy,Casual,Average,
qJjodNeWFLxr2r40u2pqyw,Stellar Pizza & Ale,"Pizza,Bars,Italian",$11-30,$11-30,,28,31,50,136,128,Yes,Full Bar,,No,,,Yes,"Street, Private Lot",,Yes,Yes,,Free,,"Hipster, Casual",Casual,Average,Juke Box
9OXEAAPONxcA2PQO75fnJQ,The Walrus and the Carpenter,"Seafood,Tapas/Small Plates",$31-60,$31-60,,59,115,156,372,743,Yes,Full Bar,,No,,,Yes,Street,,No,No,,No,,Trendy,Casual,Average,
BjOCmgbagZLdUMB4g8x60g,Veggie Grill,"American (New),Vegan,Vegetarian",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,"Garage, Private Lot",,Yes,No,,No,,Casual,Casual,Average,
9SgWJjnX4TeS14IH-vvf8Q,Mox Boarding House Seattle,"Hobby Shops,Bars,American (Traditional)",$11-30,$11-30,,24,21,28,108,248,Yes,Beer & Wine Only,,No,,No,No,"Street, Private Lot",,Yes,No,Yes,Free,,Casual,Casual,Average,
0zOQ6gbOERAi-FoeM4fAig,La Rustica,Italian,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,"Intimate, Romantic",Casual,Average,
kFTmhNfFaaPsE21wyp2tWg,Persepolis Grill,"Persian/Iranian,Halal",$11-30,$11-30,,23,7,24,49,92,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
H0PpODW4_QQxRGX_x5GIzg,The Gerald,"American (New),Gastropubs,Cocktail Bars",$11-30,$11-30,,14,31,41,104,119,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,Background
MoEFowzpF2dlBFOhW1L0WQ,Jak’s Grill,"Steakhouses,American (Traditional)",$31-60,$31-60,,28,27,47,148,137,Yes,Full Bar,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
XbRTv9Yq4C8XvAi3xe2kXw,Mamma Melina Ristorante + Pizzeria,"Italian,Pizza,Bars",$11-30,$11-30,,33,77,104,172,198,Yes,Full Bar,,No,,,Yes,"Garage, Street, Validated",,Yes,Yes,,No,,Trendy,Casual,Average,
4ta8miJkO0e6Qa9rGnC0iQ,Bastille Cafe & Bar,"Bars,French,Breakfast & Brunch",$11-30,$11-30,,62,132,160,402,236,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,,Casual,Average,
j2maiRNh_ErcsvPBiZCkqw,Asadero Ballard,"Mexican,Steakhouses",$11-30,$11-30,,19,11,34,86,261,Yes,Full Bar,,No,,No,No,Street,,No,No,Yes,No,,"Casual, Trendy",Casual,Average,
s9alani4rCYMXMWTI5xS7w,No Bones Beach Club,"Vegan,Cocktail Bars,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,,Average,
KMrr9hYyrK3J_V8lmeLQvA,La Medusa,Italian,$31-60,$31-60,,12,18,21,82,67,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,,Casual,Average,
2fHBHPsyHljC9xj6f4Mfgg,Salvatore Ristorante,"Italian,Pizza",$11-30,$11-30,,14,20,13,43,103,Yes,,,No,,,,Street,,Yes,No,,No,,Romantic,Casual,Average,
qpfE2YYAN4DsKo_46yv2Qg,Frank’s Oyster House & Champagne Parlor,"American (New),Seafood,Champagne Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,No,Street,,No,Yes,,No,,,Casual,Average,Background
NvTGTMkGvkODIqOlCseF3g,Ocho,"Tapas Bars,Cocktail Bars,Breakfast & Brunch",$11-30,$11-30,,19,34,79,212,210,Yes,Full Bar,,No,,,Yes,Street,,No,No,,No,,Casual,Casual,Average,
heIRbeGgquFtkGX1XFyMBA,La Isla Cuisine,"Latin American,Lounges,Puerto Rican",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
8BXl9GbOS9SYVAKBz_oY7w,Pasta Bella,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,Free,,"Casual, Intimate",Casual,Average,
T5foGw4XpJp7Er_l9ksuLg,Gather Kitchen + Bar,"American (New),Cocktail Bars",$11-30,$11-30,,3,7,5,9,43,Yes,Full Bar,,Yes,,No,No,"Garage, Street, Validated",,Yes,Yes,Yes,Free,,"Trendy, Romantic, Classy, Upscale",Casual,Average,
esHzJ47SzvtsJwRMIa7hxQ,Latona Pub,"Pubs,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,Yes,No,,Casual,,Average,
HFl2dH581owwb9EiRo-DIA,India Bistro,"Indian,Seafood,Cocktail Bars",$11-30,$11-30,,17,22,32,103,148,Yes,Full Bar,,Yes,,,No,Garage,,Yes,Yes,,Free,,Casual,Casual,Average,
lmIZ7DaxUKrksguZKaNQ7w,La Villa,"Mexican,Bars",$11-30,$11-30,,2,4,6,12,23,Yes,Full Bar,,,,,Yes,Street,,Yes,Yes,,,,Casual,Casual,Average,
XWag2eb853TrXaAk38Op_w,Roanoke Inn,"Pubs,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Street, Private Lot",,Yes,No,,No,,Casual,Casual,Average,Juke Box
5YBPO55cdj8lPRV29PTwMg,El Chupacabra,"Mexican,Bars",$11-30,$11-30,,57,81,121,226,162,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,Free,,,Casual,Average,Juke Box
Jl51soj64xo1o5Jb98eoyw,Tacos Guaymas,"Mexican,Salad,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
B9vODi2TxZqWCFciWoj2Dg,Cafe da Pino,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,,Casual,Quiet,
TGqeG_HnI5UheoZ1eVDFWQ,Beveridge Place Pub,Pubs,Moderate,Moderate,,11,7,18,95,190,Yes,Beer & Wine Only,,,,,Yes,Street,,,No,,Free,,Casual,,Average,
kOjruVktEQ1Dz48l69fURg,Raconteur,"Coffee & Tea,Pubs,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Street, Private Lot",,Yes,No,,Free,,Casual,Casual,Average,
IFzC8hzQpKNfVuJh84p1sw,Copine,"American (New),French",$31-60,$31-60,,3,5,7,19,118,Yes,Full Bar,,No,,No,No,"Garage, Street",,No,Yes,Yes,No,,Classy,Dressy,Average,
dCwO2S65LZHuPg-WkKVajQ,Brunello Ristorante,Italian,$11-30,$11-30,,5,5,6,15,67,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Quiet,
MRNcnBmlRB7bLDXP7y25hQ,Yanni’s Greek Restaurant,"Greek,Mediterranean,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
sq0pl58_QvhYsffM6Im-Yw,Bennett’s Bistro,American (New),$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Garage,,Yes,Yes,,Free,,Casual,Casual,Average,
wvEGC525cGJZGmqVFJW57A,Bis On Main,"American (New),Bars,Steakhouses",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Romantic,Dressy,Average,Background
cn9ox-BRc2D45oWmp1egdg,Mediterranean Kitchen,"Greek,Middle Eastern,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
wk5zGwe_czrEZ0RjzwXqGA,Garlic Crush,"Mediterranean,Lebanese,Kebab",Under $10,Under $10,,0,0,0,0,0,Yes,No,,Yes,,No,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
gM5aXMlDnpQ3PWdfeXHfNQ,Palomino Restaurant & Bar,"American (New),Mediterranean,Bars",$11-30,$11-30,,106,122,150,208,112,Yes,Full Bar,,Yes,,,Yes,Garage,,Yes,Yes,,Free,,Trendy,Casual,Average,
aMrtEaVWyMj9SlmNE7f4KA,Tavern Hall,"American (New),Gastropubs",$11-30,$11-30,,44,67,101,192,145,Yes,Full Bar,,No,,,No,Garage,,Yes,Yes,,Free,,Casual,Casual,Average,
jJubx-ZsbtvkYOLRMdGhrQ,Wild Ginger,"Wine Bars,Thai,Pan Asian",$11-30,$11-30,,84,110,130,153,95,Yes,Full Bar,,Yes,,No,No,Garage,,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
jf167Z6R0TPoazczLVcnKQ,McCormick & Schmick’s Seafood & Steaks,"Seafood,American (Traditional),Steakhouses",$11-30,$11-30,,109,116,113,131,63,Yes,Full Bar,,Yes,,,No,Garage,,Yes,Yes,Yes,Free,,Classy,Casual,Average,
6wrvQqQwkeQnokD7kPX-rQ,Earls Kitchen + Bar,"American (New),Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Garage, Validated",,Yes,Yes,,Free,,Trendy,Casual,Average,
pCkxZc1lcqRFFtc9CG2hAw,The Lakehouse,American (New),$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,"Valet, Garage, Street, Private Lot, Validated",,Yes,Yes,Yes,Free,,"Trendy, Classy, Upscale",Casual,Average,
ybBJtVElvdr7tWub4sEFFw,Maggiano’s Little Italy,"Italian,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,"Garage, Validated",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
PzFJNls55DcBsWJOU2O0BQ,JOEY Bellevue,"American (New),Lounges,Steakhouses",$11-30,$11-30,,86,87,140,216,186,Yes,Full Bar,,No,,No,Yes,Garage,,Yes,Yes,Yes,Free,,Trendy,Casual,Loud,
gHHDCn4g4KCKFbaMxjxS8g,Daniel’s Broiler,"Steakhouses,American (Traditional),Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Street, Validated",,Yes,Yes,Yes,Free,,"Classy, Upscale",Dressy,Average,Live
rR4TZxPramoFj9hm9JOqNA,California Pizza Kitchen at Bellevue,"Pizza,American (New),Salad",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Private Lot, Validated",,Yes,No,,Free,,Casual,Casual,Average,
5skfzOnBN5ijni-ZcFpr3w,Pogacha Restaurant,"Italian,Modern European,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
NuPKl9HvpYSr1g5hYBAQKA,Seastar Restaurant & Raw Bar,"American (New),Seafood,Live/Raw Food",$31-60,$31-60,,27,46,125,303,330,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,,No,,Classy,Dressy,Average,
Sw39QeTPqK289bMOniYefQ,The Melting Pot - Bellevue,Fondue,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,,Casual,Average,
SePMUEGjcXpKfS7bJ1yO4Q,Toscano,"Mediterranean,Wine Bars,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Valet,,Yes,Yes,Yes,Free,,,Casual,,
n0zWJbWXcDk7DHzl7-1QTg,El Gaucho - Bellevue,"Steakhouses,Seafood,Soup",Above $61,Above $61,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Validated",,Yes,Yes,Yes,Free,,"Classy, Upscale",Dressy,Average,
kyTUAXFT4tlSd796nK2vbA,Andiamo,Italian,$11-30,$11-30,,34,23,18,29,33,Yes,Full Bar,,No,,,Yes,"Garage, Street",,Yes,Yes,,No,,Intimate,Casual,Quiet,
bhAhhEJ7AJQFeXVGdZp2-g,Mariposa,American (New),$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Valet, Garage, Validated",,Yes,Yes,,Free,,Upscale,Casual,Quiet,
bygfqmZ37iyOO4IXdoCSxw,Lunchbox Laboratory,"American (New),Burgers",$11-30,$11-30,,77,132,170,219,122,Yes,Full Bar,,No,,,Yes,Garage,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
yiFStC0eaA6Zp5sgWNV8XQ,Jak’s Alehouse,"American (New),Steakhouses,Tex-Mex",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,Yes,Free,,Casual,Casual,Average,
Hls6HZAZFNo0tK6C-ewQtg,Señor Villa,"Mexican,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
u4lNLYSrMWGJhFLoKwsBzw,Hong Kong Seafood Restaurant,"Seafood,Dim Sum,Cantonese",$11-30,$11-30,,28,25,28,65,56,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
F_o6tbveRnSHNra3MMMoXg,Fish Basket,"Food Trucks,Seafood,Fish & Chips",$11-30,$11-30,,4,5,3,18,51,Yes,No,,Yes,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
MARpjcuJ3XgHPFH7ZdUz4w,The Stone House Café,"Breakfast & Brunch,Wine Bars,American (Traditional)",$11-30,$11-30,,50,53,44,65,91,Yes,Full Bar,,Yes,,No,Yes,"Street, Private Lot",,Yes,No,Yes,Free,,Casual,Casual,Average,
KJH5Nyaw1CE_QgDGHtzOWg,Big Fish Grill,Seafood,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
xRbP2xtvLzjzHvC_dqcCKg,Le Grand Bistro Américain,"French,Steakhouses,Salad",$11-30,$11-30,,34,40,54,115,107,Yes,Full Bar,,No,,,Yes,"Valet, Street, Validated",,Yes,Yes,,Free,,Classy,Casual,Average,
82eC8oiAyDH656f9Ke6eqQ,Pizzeria Pulcinella,"Pizza,Italian",$11-30,$11-30,,5,16,32,115,228,Yes,Beer & Wine Only,,No,,,Yes,"Street, Private Lot",,Yes,Yes,Yes,No,,"Casual, Intimate",Casual,Average,
7L6ym2A2fCfrWMCQ4vBsyg,WildFin American Grill,American (New),$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
iCvPIKn8Gm716UDn3iPNtA,Melrose Grill,Steakhouses,$31-60,$31-60,,35,34,52,203,504,Yes,Full Bar,,No,,No,No,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,
hGrPgxgVl0goH6aOzJ9h7A,Buffalo Wild Wings,"Chicken Wings,American (Traditional),Sports Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,No,,Free,,Casual,,Loud,
szP7qE5LBQLbd9Kx7qPRJg,The Lemongrass,"Vietnamese,Noodles,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
aWt7HEBCyhrKQCeC8BPAjw,Duke’s Seafood & Chowder,"Seafood,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
FQw3ceM9OwCHv47MpZufHA,BJ’s Restaurant & Brewhouse,"American (New),Breweries,Pizza",$11-30,$11-30,,144,138,143,149,100,Yes,Full Bar,,No,,,Yes,,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
32VKRJRFgVTI9w2AhY_grA,Moctezuma’s Mexican Restaurant & Tequila Bar,"Bars,Mexican",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Garage,,Yes,Yes,Yes,Free,,Casual,Casual,Loud,
UGUUPV-SPp5Wj92gTsqfhA,JOEY Southcenter,"American (New),Lounges,Steakhouses",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Garage, Private Lot",,Yes,Yes,,Free,,Trendy,Casual,Average,
ovLJtx_ss3GJbRGTyiixYw,Waterleaf Restaurant & Bar,"Asian Fusion,American (New),Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,Yes,Yes,"Valet, Garage, Street",,Yes,Yes,Yes,Free,,,Casual,,
geu09drUwXHVgQXJHSpH3Q,Olive Garden Italian Restaurant,"Italian,Salad",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,
XxYgUH6A71jd6isB7TtE4w,Mawadda Cafe,"Mediterranean,Middle Eastern,Greek",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,No,No,Private Lot,,Yes,No,,No,,Casual,Casual,Quiet,
_QyTjZdBMMhjpVRXYLNllg,Galliano’s Cucina,Italian,$11-30,$11-30,,14,8,16,29,71,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Quiet,
EqJ5oOcy6DWx9WSp1lqAQw,Grazie Ristorante,Italian,$11-30,$11-30,,26,23,47,156,347,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,Yes,Yes,Free,,Intimate,Casual,Average,
aO1XK9zHD9S_0zV3GtOGEw,The Old Spaghetti Factory,"Italian,Cocktail Bars",$11-30,$11-30,,73,65,62,53,49,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
oL2g9giMo-xPkx2xQ4ZkgA,Stanford’s Restaurant & Bar,"American (Traditional),Steakhouses,Diners",$11-30,$11-30,,44,58,80,80,47,Yes,Full Bar,,No,,,No,Private Lot,,Yes,Yes,,No,,Classy,,Average,
kXq8fJVO94ApKakK-GlrJw,The Greek House,"Greek,Lounges",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
K4L7keIAXIO-wNNJM3coIA,Angelo’s Pizza & Pasta House,"Pizza,Italian,Sandwiches",$11-30,$11-30,,8,6,13,30,69,Yes,Beer & Wine Only,,No,,,No,Private Lot,,Yes,No,Yes,No,,Casual,,Average,
vQwfNjtwqXZwlWY0OzjbZw,Applebee’s Grill + Bar,"American (Traditional),Sports Bars,Burgers",$11-30,$11-30,,57,33,34,23,12,Yes,Full Bar,,No,,,No,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,
LyrC7SNMvq07iJiGvwX6Aw,Seattle Seahawks 12 Club,"Sports Bars,American (Traditional)",$11-30,$11-30,,110,50,40,15,6,Yes,Full Bar,,No,,,No,,,Yes,No,,Free,,Touristy,Casual,Average,
Ivy6kq6Tv2ztNZIp4aLLmA,Spencer’s for Steaks and Chops,Steakhouses,$31-60,$31-60,,26,23,20,23,13,Yes,Full Bar,,No,,,No,,,Yes,Yes,,Free,,,Casual,Average,
CQTpGFDDc7_0eNlSN9uf3w,909 Coffee & Wine,"Wine Bars,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
NRYEiz_iCGl6_4rYpyBmew,Wolfgang Puck Gourmet Express,"Pizza,Sandwiches,American (New)",$11-30,$11-30,,110,46,38,22,10,Yes,Full Bar,,No,,,No,,,Yes,No,,Free,,Casual,,Average,
JbjX2JLvMlZLfbTzHxBK9g,Alaska Lodge,"Sports Bars,American (New),Vegetarian",$11-30,$11-30,,297,79,46,14,5,Yes,Full Bar,,No,,,No,,,Yes,No,,No,,Casual,Casual,Average,
0kDRKVk2iJ9pgXRSw3g8zQ,Vintage Washington Wine Bar,"Wine Bars,American (Traditional)",$11-30,$11-30,,31,12,8,10,5,Yes,Beer & Wine Only,,No,,,No,Garage,,No,No,,Free,,Touristy,Casual,Average,
Qb96SguwIDqRqSBcKHVBsQ,Anthony’s Restaurant,"Seafood,Fish & Chips",$11-30,$11-30,,166,118,197,331,150,Yes,Full Bar,,No,,,No,,,Yes,No,Yes,Free,,Casual,Casual,Average,
4S3HAyhNnffg1PGM2jwr6g,Pallino,"Italian,Pizza,Sandwiches",$11-30,$11-30,,12,20,28,43,12,Yes,No,,Yes,,,No,"Garage, Private Lot",,Yes,No,,Free,,Casual,,Loud,
jumkhxyW9r1QimpwlG8f_w,13 Coins Restaurant,"Bars,Breakfast & Brunch,American (Traditional)",$11-30,$11-30,,190,147,189,293,341,Yes,Full Bar,,No,,Yes,No,Private Lot,,Yes,Yes,Yes,Free,,Classy,Casual,Average,
